	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c58081	0	-1	14	9	7	-1	-1	1	0	-1	-1	0	-1	8	0	29	23	-1	-1	10	-1	0	19	0	24	0	0	19	48	-1
c58085	0	0	0	-1	0	0	0	-1	12	0	14	-1	0	0	0	49	0	0	0	17	13	9	15	-1	21	0	0	2	0	-1
c58100	0	-1	-1	-1	-1	0	0	32	0	0	-1	0	-1	-1	0	34	4	30	-1	-1	0	0	0	28	0	-1	13	-1	38	15
c58103	-1	0	-1	0	0	0	0	-1	-1	22	-1	-1	1	-1	-1	49	-1	5	0	5	-1	-1	-1	20	-1	0	7	0	0	0
c58125	0	0	-1	0	-1	30	0	-1	-1	22	0	-1	0	0	-1	49	0	0	0	-1	0	0	0	0	21	-1	0	-1	13	-1
c58133	0	0	15	-1	0	-1	0	-1	0	-1	-1	-1	0	0	0	49	0	0	0	0	-1	50	-1	-1	21	0	-1	-1	0	50
c58139	-1	0	15	19	-1	0	0	0	0	0	0	-1	0	-1	0	0	1	32	24	-1	8	-1	15	0	0	9	9	0	0	34
c58149	-1	-1	-1	-1	0	9	7	-1	0	23	0	-1	19	0	15	49	-1	39	0	0	23	-1	0	0	21	-1	0	-1	0	-1
c58150	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	0	49	5	0	0	23	0	10	-1	-1	21	0	-1	48	0	0
c58156	0	28	44	0	-1	0	0	-1	1	0	0	23	0	0	-1	0	4	0	1	0	0	0	0	46	0	7	-1	-1	-1	15
c58170	0	1	4	-1	0	0	0	-1	0	0	0	0	0	0	50	23	-1	0	0	0	0	0	-1	-1	24	39	-1	20	-1	7
c58178	0	0	44	0	0	0	23	0	0	0	0	0	7	0	0	0	4	0	0	-1	0	7	0	-1	0	0	0	7	38	15
c58188	35	0	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	1	-1	14	0	0	0	-1	0	-1	0	20	-1	50	0
c58201	-1	-1	0	5	12	0	0	0	32	12	23	-1	36	0	0	0	0	0	0	13	0	0	0	0	0	32	0	-1	0	-1
c58226	0	7	7	-1	0	8	0	0	-1	47	0	-1	0	0	-1	0	0	-1	0	13	0	0	0	0	0	0	-1	0	-1	-1
c58251	22	-1	44	0	0	0	0	-1	23	2	2	0	0	-1	-1	0	-1	-1	-1	0	0	0	9	0	0	33	0	-1	-1	15
c58290	-1	0	44	23	0	0	-1	32	0	0	0	0	0	0	0	-1	4	0	0	0	0	10	15	-1	0	0	-1	7	-1	15
c58291	0	-1	44	23	-1	0	10	32	0	0	0	-1	0	0	15	-1	-1	0	0	0	0	10	15	-1	-1	0	-1	7	-1	-1
c58303	3	0	-1	-1	23	0	0	-1	20	22	0	-1	0	0	0	-1	48	0	2	-1	0	0	0	-1	21	0	0	-1	0	-1
c58307	-1	50	44	0	0	-1	0	0	0	0	-1	1	14	-1	-1	-1	4	0	0	-1	20	47	-1	0	0	0	13	0	38	-1
c58315	1	-1	-1	0	-1	32	0	-1	0	15	30	-1	0	0	0	-1	30	-1	0	-1	-1	0	36	23	-1	-1	0	-1	0	50
c58344	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	15	48	0	-1	0	0	-1	36	2	19	23	-1	0	-1	47	-1	0
c58368	0	28	44	0	-1	0	0	0	1	-1	0	23	0	-1	0	0	-1	-1	1	-1	0	0	-1	46	0	7	-1	-1	38	15
c58396	0	36	43	0	0	39	0	-1	0	0	0	-1	0	0	0	49	0	0	0	2	0	39	0	-1	-1	22	14	33	0	-1
c58411	0	0	0	49	0	0	0	-1	-1	0	-1	-1	0	0	-1	0	19	0	0	13	0	13	-1	0	0	-1	-1	0	0	-1
c58429	0	0	44	0	-1	-1	0	0	0	-1	0	-1	0	13	37	0	4	-1	1	0	0	0	0	15	0	0	-1	0	38	15
c58438	-1	21	44	0	0	0	0	-1	14	0	-1	0	0	-1	0	0	4	0	0	12	0	0	0	-1	0	0	13	-1	38	-1
c58439	0	21	44	0	0	0	0	0	14	-1	-1	0	0	-1	0	0	4	0	0	12	0	0	0	39	0	0	13	-1	38	-1
c58444	0	-1	44	0	0	0	-1	0	0	9	24	37	-1	0	-1	23	4	-1	0	13	-1	39	43	0	0	0	-1	-1	38	-1
c58445	0	0	44	0	0	0	0	-1	0	9	24	37	-1	-1	-1	23	4	0	0	13	-1	-1	43	0	0	-1	-1	7	38	-1
c58451	0	0	0	21	38	0	-1	-1	-1	0	0	15	0	-1	0	0	0	0	0	0	0	0	-1	32	48	0	23	0	0	0
c58458	40	0	-1	19	0	-1	0	-1	-1	0	0	0	0	-1	0	23	-1	0	0	0	-1	0	0	9	0	-1	0	39	23	34
c58459	40	0	14	19	0	46	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	9	0	0	0	39	23	34
c58460	8	0	44	0	-1	-1	0	11	7	0	7	0	-1	13	0	32	-1	0	0	0	-1	-1	9	0	1	33	-1	-1	38	15
c58462	0	-1	44	0	0	-1	0	0	0	0	-1	0	0	13	0	0	4	0	48	0	-1	0	32	0	0	0	7	29	38	15
c58488	49	0	-1	0	-1	0	0	0	0	-1	7	0	49	0	13	0	0	0	-1	-1	15	0	-1	0	-1	-1	-1	0	-1	-1
c58494	-1	0	0	0	0	-1	-1	0	33	0	0	0	0	0	-1	49	44	23	33	13	0	-1	-1	-1	0	0	16	-1	0	0
c58502	22	10	-1	0	0	-1	-1	23	0	20	-1	0	4	0	0	-1	0	0	-1	0	48	-1	-1	33	24	21	0	0	0	-1
c58508	19	3	44	0	-1	0	-1	0	0	0	9	-1	0	48	0	4	4	0	0	-1	0	0	0	0	0	22	13	0	38	-1
c58521	-1	0	0	21	23	0	0	-1	-1	22	-1	-1	15	0	-1	49	-1	0	0	0	0	0	0	0	21	0	0	0	0	0
c58532	0	0	0	-1	15	0	0	-1	12	15	0	-1	21	-1	0	-1	38	0	2	-1	25	0	0	0	21	0	0	0	0	0
c58533	0	0	0	-1	15	0	-1	-1	12	15	0	-1	21	0	0	49	38	0	2	17	-1	0	0	-1	21	-1	0	0	0	0
c58562	0	13	0	19	-1	0	48	-1	1	0	0	0	26	0	33	38	-1	-1	-1	-1	-1	15	-1	0	34	0	0	0	0	0
c58621	-1	0	43	10	0	0	0	-1	15	0	0	-1	0	0	49	49	47	19	-1	0	40	0	0	0	-1	0	35	13	0	-1
c58637	0	0	0	0	0	-1	0	0	-1	0	-1	-1	0	0	0	0	0	22	-1	-1	-1	13	0	0	-1	-1	-1	-1	0	-1
c58640	0	0	44	0	0	0	0	0	0	0	0	-1	2	0	0	-1	4	0	-1	0	-1	0	0	13	0	7	33	7	38	-1
c58652	0	13	2	0	-1	0	-1	7	0	0	0	0	-1	0	-1	-1	48	32	0	0	-1	-1	21	0	21	0	24	48	9	0
c58668	0	-1	33	-1	45	32	32	0	-1	0	0	0	2	0	0	0	-1	10	0	0	-1	32	19	-1	24	-1	-1	39	0	-1
c58674	7	0	44	-1	0	-1	0	7	20	0	0	0	32	0	-1	-1	4	0	0	0	35	0	0	47	0	0	50	0	38	15
c58679	0	0	0	-1	38	0	0	0	-1	-1	0	0	8	0	8	15	8	0	41	0	-1	0	0	42	0	0	22	0	-1	0
c58688	-1	0	0	0	33	0	0	0	0	0	-1	0	0	0	0	-1	-1	13	0	13	0	0	0	-1	0	23	16	19	-1	22
c58697	32	2	44	0	13	22	1	-1	0	3	4	0	0	0	-1	0	4	5	-1	15	0	0	0	32	15	0	-1	-1	38	15
c58711	-1	0	-1	0	2	0	0	0	-1	0	-1	-1	15	-1	-1	19	4	-1	0	-1	0	0	9	8	0	0	13	-1	38	15
c58728	-1	-1	44	0	-1	1	0	0	0	0	0	41	-1	42	30	0	4	24	1	-1	-1	0	22	-1	0	0	-1	-1	38	-1
c58749	0	-1	44	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	15	0	23	0	0	0	0	0	-1	0	7	38	15
c58758	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	49	0	-1	0	0	-1	-1	-1	24	21	0	39	0	36	50
c58760	0	-1	-1	-1	-1	-1	-1	-1	0	4	-1	-1	-1	39	0	0	1	0	-1	13	23	0	0	-1	0	0	0	0	0	0
c58763	14	0	0	13	49	0	0	-1	2	0	0	-1	-1	0	2	-1	-1	34	36	0	-1	0	36	34	21	-1	0	0	-1	50
c58775	49	13	44	0	0	0	0	0	0	9	24	37	-1	-1	0	0	4	0	0	13	-1	-1	0	0	7	-1	0	7	-1	15
c58802	-1	0	15	0	0	0	0	26	0	-1	0	0	-1	0	-1	49	0	2	0	13	0	32	7	-1	0	0	16	19	-1	41
c58812	2	13	0	0	48	25	-1	-1	0	0	0	0	0	21	0	0	-1	-1	0	0	-1	0	19	32	24	0	0	0	-1	0
c58816	19	-1	44	23	0	-1	0	32	0	0	-1	-1	0	-1	0	-1	4	0	0	0	0	10	0	-1	0	0	-1	-1	-1	-1
c58817	19	0	44	23	-1	0	13	-1	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	0	-1	0	0	-1	-1	-1	15
c58819	0	-1	8	50	0	13	0	0	0	-1	-1	-1	0	0	-1	0	1	-1	0	0	1	0	-1	-1	23	0	0	0	0	-1
c58830	39	-1	0	15	0	0	-1	-1	0	0	0	-1	50	13	0	49	0	0	0	0	-1	0	36	32	-1	15	-1	-1	-1	-1
c58831	39	-1	0	15	-1	-1	0	-1	0	0	0	-1	50	13	0	49	-1	0	-1	-1	-1	0	36	32	21	15	-1	17	0	50
c58872	-1	0	41	0	4	0	23	0	0	15	-1	0	0	0	32	-1	1	0	0	-1	0	0	12	15	48	-1	2	0	2	0
c58877	-1	-1	0	0	0	0	0	1	1	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	2	20	-1	0
c58889	0	0	44	0	-1	0	0	7	-1	-1	0	-1	32	0	-1	0	4	-1	40	0	-1	0	0	0	0	0	0	-1	38	15
c58892	0	0	8	-1	-1	-1	0	-1	-1	0	0	-1	48	0	0	49	0	-1	0	-1	0	-1	0	0	-1	0	0	44	-1	32
c58903	0	0	0	0	-1	0	-1	0	17	0	0	23	-1	-1	0	49	-1	0	-1	10	0	-1	32	46	21	-1	1	0	-1	39
c58905	0	0	0	0	-1	7	23	50	0	0	38	8	40	-1	0	9	1	-1	0	0	-1	0	19	16	24	49	0	8	-1	0
c58909	-1	0	0	39	0	0	0	0	33	0	-1	0	0	-1	13	49	0	0	33	13	19	0	0	0	0	0	16	-1	49	0
c58947	-1	0	-1	-1	41	9	-1	-1	0	0	0	-1	0	25	1	49	0	39	0	-1	0	0	0	0	21	0	0	23	0	9
c58949	0	-1	-1	-1	0	15	-1	0	0	0	-1	0	-1	23	-1	0	1	0	-1	14	32	-1	0	-1	-1	15	0	0	-1	-1
c58964	0	-1	44	0	0	0	0	0	0	0	-1	8	0	-1	0	0	4	0	0	0	0	0	-1	-1	0	10	13	-1	38	-1
c58970	0	50	-1	32	-1	-1	30	-1	-1	20	0	0	13	0	0	0	14	19	-1	-1	0	28	-1	-1	24	0	41	-1	10	-1
c58977	0	0	0	0	0	0	0	-1	13	22	0	-1	0	0	0	-1	13	5	0	0	0	-1	0	-1	-1	0	0	0	0	8
c59005	0	0	32	-1	12	10	0	-1	-1	12	0	-1	-1	-1	32	-1	-1	0	0	0	-1	48	2	0	-1	8	0	3	0	0
c59020	23	0	0	0	0	0	32	-1	0	0	0	-1	0	8	0	49	7	0	49	-1	-1	48	0	-1	21	0	0	0	0	0
c59023	-1	0	0	0	0	11	0	0	-1	0	0	-1	-1	-1	0	0	-1	22	-1	-1	-1	13	0	0	0	13	-1	0	0	-1
c59026	0	0	0	0	38	0	-1	3	0	12	-1	-1	-1	0	0	0	0	17	0	0	32	0	-1	0	0	0	-1	19	0	-1
c59044	-1	0	-1	0	-1	0	-1	0	30	0	0	0	0	0	30	49	0	22	0	13	0	7	0	0	0	0	-1	19	-1	22
c59049	0	1	0	-1	7	0	0	-1	1	0	12	-1	0	-1	0	12	0	0	-1	0	0	0	-1	0	24	-1	2	20	0	0
c59060	0	-1	34	-1	50	-1	22	-1	-1	0	0	-1	0	9	-1	49	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1
c59062	0	7	33	-1	0	0	13	-1	0	0	-1	-1	13	0	-1	49	7	48	50	0	10	-1	7	-1	-1	0	0	0	0	0
c59065	0	-1	44	48	0	0	0	37	0	33	0	0	0	13	17	0	-1	-1	0	21	0	0	-1	16	-1	8	0	0	-1	15
c59073	0	0	0	0	48	-1	0	-1	0	0	-1	39	0	21	0	-1	32	0	0	0	0	0	-1	0	24	19	9	0	0	0
c59092	0	0	15	19	0	10	0	-1	0	-1	0	2	0	12	0	0	1	0	-1	-1	-1	0	-1	0	0	-1	0	32	-1	34
c59117	-1	-1	-1	-1	0	-1	36	-1	0	22	0	-1	0	0	0	49	33	-1	39	0	-1	0	22	0	21	0	15	15	32	0
c59136	-1	0	-1	-1	0	-1	36	-1	0	22	0	-1	-1	-1	0	-1	-1	5	39	0	0	-1	0	0	21	0	15	0	0	-1
c59139	32	0	0	0	22	0	9	7	0	11	19	0	0	0	0	49	-1	32	0	0	0	0	-1	0	21	0	0	48	7	0
c59165	48	0	44	0	0	32	0	0	0	0	-1	1	14	24	-1	0	4	0	-1	2	-1	0	7	48	0	33	13	0	-1	15
c59170	0	0	0	32	24	-1	49	9	0	20	-1	0	0	15	48	2	1	0	-1	-1	-1	0	19	0	-1	11	0	0	-1	0
c59199	-1	0	-1	39	-1	-1	0	0	0	-1	0	0	-1	40	13	0	0	0	0	0	0	0	19	0	-1	-1	-1	0	-1	-1
c59224	0	0	-1	23	0	-1	0	0	-1	0	-1	0	0	0	0	-1	4	0	-1	0	0	-1	0	-1	-1	-1	-1	-1	-1	15
c59225	0	0	-1	23	0	0	-1	0	0	0	0	0	0	0	0	-1	4	0	0	0	-1	10	0	-1	-1	-1	-1	7	-1	15
c59247	32	0	0	-1	0	-1	2	-1	0	41	0	-1	0	-1	0	49	0	7	-1	0	2	0	-1	0	-1	0	-1	47	0	8
c59251	0	0	0	-1	-1	0	-1	0	1	-1	0	-1	-1	0	13	0	0	0	-1	0	0	39	-1	0	24	-1	-1	0	-1	-1
c59282	0	0	-1	-1	0	0	0	-1	0	0	16	-1	0	0	8	49	-1	0	0	14	0	-1	-1	0	21	0	-1	-1	0	-1
c59302	19	0	44	0	-1	0	0	32	0	0	0	0	0	-1	0	0	4	26	-1	0	-1	0	0	35	0	-1	13	48	-1	-1
c59341	-1	-1	9	0	31	-1	-1	2	1	0	0	7	0	-1	-1	-1	0	0	10	0	29	-1	0	0	24	47	2	20	-1	0
c59360	0	-1	-1	-1	9	0	0	0	0	-1	-1	0	0	-1	0	12	4	32	0	0	-1	-1	10	0	-1	0	13	-1	38	15
c59361	-1	-1	44	0	9	0	0	0	0	-1	-1	0	-1	-1	0	12	4	-1	0	0	-1	7	10	-1	0	0	13	-1	38	15
c59365	0	0	-1	0	32	25	0	-1	0	45	0	-1	0	0	0	49	30	0	0	-1	47	0	-1	-1	-1	1	0	0	10	0
c59388	0	0	44	-1	-1	0	0	32	-1	0	-1	50	14	-1	18	0	4	-1	0	-1	0	12	7	0	-1	0	13	36	38	15
c59429	0	0	-1	34	0	0	-1	-1	0	0	-1	0	0	0	3	-1	1	0	0	15	32	26	0	0	0	49	49	-1	0	26
c59449	22	-1	44	-1	2	19	0	0	0	0	-1	0	15	-1	1	0	4	-1	-1	0	0	-1	0	0	0	10	-1	-1	-1	15
c59454	0	0	-1	0	0	20	-1	0	0	0	0	10	0	13	0	0	4	0	0	0	0	0	32	33	0	0	7	0	38	15
c59455	-1	-1	-1	0	0	20	0	0	-1	0	0	10	0	-1	0	-1	-1	0	0	0	0	0	32	33	-1	-1	7	0	38	15
c59468	0	-1	44	23	0	0	0	0	0	0	0	0	-1	13	44	0	-1	-1	0	-1	0	0	0	15	0	0	14	0	38	15
c59477	15	0	0	-1	0	0	36	0	1	0	-1	-1	0	0	0	0	1	-1	0	-1	-1	21	-1	0	38	-1	7	0	-1	-1
c59479	0	0	44	0	-1	0	0	7	20	-1	0	-1	32	-1	0	0	4	0	0	0	-1	23	7	0	0	0	0	0	-1	-1
c59481	0	0	44	0	0	26	-1	0	-1	0	0	23	0	0	0	-1	4	13	0	0	-1	0	-1	-1	0	0	0	-1	38	15
c59483	0	-1	0	0	23	0	0	-1	0	-1	-1	-1	0	1	0	49	0	0	0	45	-1	0	0	37	21	0	-1	9	0	0
c59487	-1	0	-1	-1	41	0	7	-1	0	0	0	-1	0	-1	-1	-1	0	39	-1	0	0	0	0	0	-1	29	26	23	0	9
c59490	35	49	-1	25	0	0	0	-1	0	43	0	13	-1	-1	-1	0	-1	-1	0	-1	29	2	0	0	0	19	0	10	21	0
c59509	-1	0	8	8	-1	21	-1	-1	47	2	-1	14	0	23	-1	11	-1	0	-1	0	0	26	0	-1	23	15	0	0	34	0
c59532	-1	0	0	0	32	16	21	-1	0	0	-1	-1	0	0	-1	49	7	0	-1	-1	0	-1	0	-1	21	0	0	0	0	29
c59533	25	0	0	0	0	16	-1	-1	0	0	0	-1	-1	-1	0	49	7	0	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-1
c59552	0	0	3	0	0	-1	0	0	-1	0	0	-1	0	32	0	0	0	2	-1	13	13	0	0	-1	0	-1	-1	-1	1	-1
c59561	48	0	0	-1	38	0	0	-1	-1	0	0	0	8	13	23	15	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	0	0	0
c59576	0	7	44	21	-1	32	1	-1	32	0	-1	0	30	0	-1	0	4	-1	0	0	0	0	0	-1	0	0	7	7	-1	-1
c59587	-1	-1	0	-1	33	0	0	0	0	30	-1	0	0	0	2	49	-1	0	-1	13	0	-1	0	0	0	0	16	19	-1	22
c59590	0	0	-1	0	0	0	0	0	0	0	-1	0	14	24	0	-1	-1	49	0	0	0	0	7	0	0	0	13	7	38	15
c59598	-1	0	44	-1	0	19	0	-1	-1	0	-1	0	0	0	0	-1	-1	0	0	22	0	-1	0	-1	0	0	-1	7	-1	15
c59611	35	0	0	25	0	0	0	0	0	0	0	13	-1	0	0	-1	1	0	0	0	29	-1	0	0	0	-1	0	10	0	0
c59629	15	1	-1	-1	-1	0	9	0	-1	0	0	-1	0	32	32	0	1	-1	0	0	0	-1	0	30	38	0	-1	-1	0	0
c59639	0	0	-1	-1	0	0	-1	-1	-1	22	0	-1	14	-1	0	-1	12	5	0	0	0	0	0	3	21	13	-1	23	0	47
c59647	11	0	0	0	0	0	0	47	-1	0	0	0	-1	-1	48	-1	2	0	12	0	0	1	0	0	21	32	0	0	38	39
c59653	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	13	0	38	4	0	0	32	0	0	9	10	0	33	0	-1	38	-1
c59673	0	0	-1	15	7	-1	50	0	-1	20	0	-1	-1	0	48	0	0	0	-1	10	-1	0	19	0	24	-1	-1	0	-1	0
c59676	0	0	-1	-1	15	0	0	-1	12	15	-1	-1	-1	0	0	-1	0	-1	0	17	25	0	0	0	21	0	-1	4	0	0
c59679	0	-1	21	23	0	0	33	48	0	0	0	0	-1	8	0	49	0	0	-1	0	7	0	0	0	21	32	0	0	0	39
c59683	-1	-1	44	0	26	-1	-1	15	0	-1	-1	0	0	-1	-1	-1	4	11	0	0	-1	-1	0	0	0	0	13	-1	-1	15
c59713	17	0	50	2	-1	0	0	-1	-1	-1	9	-1	0	-1	-1	49	1	-1	0	-1	1	13	-1	-1	21	-1	2	-1	-1	50
c59714	25	0	0	8	0	16	21	-1	0	-1	44	-1	12	1	0	49	7	0	-1	0	0	0	14	-1	21	0	0	0	0	29
c59721	-1	19	0	-1	0	10	0	-1	24	15	-1	-1	0	0	-1	49	0	0	0	0	32	9	2	0	21	0	13	-1	49	0
c59727	0	0	0	0	19	0	0	0	-1	0	0	0	0	26	0	-1	50	0	45	13	32	-1	0	0	0	41	-1	0	0	-1
c59732	0	0	32	0	-1	9	0	-1	0	0	-1	-1	0	-1	-1	-1	0	0	0	0	-1	0	36	-1	-1	39	48	0	27	-1
c59740	0	19	44	-1	-1	43	-1	4	0	-1	-1	0	-1	24	0	32	4	-1	7	-1	0	0	7	19	7	23	-1	1	38	-1
c59742	0	0	44	0	0	33	0	-1	-1	0	-1	0	0	-1	0	0	4	-1	0	-1	-1	0	32	0	0	0	7	0	-1	15
c59752	0	49	-1	0	-1	-1	0	7	20	-1	0	-1	32	0	0	0	4	15	0	0	0	0	0	0	40	0	0	0	38	15
c59783	41	0	43	-1	4	0	0	-1	41	0	0	-1	-1	30	0	-1	-1	-1	-1	34	0	0	0	0	-1	-1	0	0	0	-1
c59791	25	0	0	8	0	16	21	-1	-1	-1	44	-1	12	1	0	49	7	0	-1	0	0	0	0	-1	21	0	0	0	0	29
c59811	-1	-1	-1	34	1	-1	0	0	-1	0	-1	0	-1	0	0	-1	17	0	0	-1	0	14	-1	9	38	-1	16	19	-1	22
c59812	-1	-1	44	-1	0	-1	0	0	2	1	0	0	0	13	9	15	4	0	0	0	0	-1	2	0	0	49	0	0	-1	15
c59829	0	0	43	0	32	-1	-1	-1	49	0	0	-1	0	0	47	-1	-1	0	39	0	0	22	0	0	-1	0	-1	0	10	0
c59838	0	0	0	13	21	20	0	7	0	-1	19	39	0	-1	0	-1	48	32	22	0	0	-1	0	0	21	0	0	48	-1	32
c59846	-1	0	15	0	0	0	0	-1	-1	0	0	-1	-1	0	0	49	0	0	0	0	-1	0	36	0	21	0	0	0	0	50
c59867	-1	0	0	1	23	-1	0	-1	0	22	0	-1	-1	0	0	49	0	0	-1	0	-1	13	48	-1	21	10	13	0	0	41
c59872	32	-1	0	0	0	0	0	7	-1	0	-1	-1	0	0	0	49	48	-1	0	0	0	23	-1	0	21	0	0	48	-1	0
c59873	32	23	-1	0	-1	0	0	7	-1	-1	19	0	0	-1	0	-1	48	32	0	0	0	23	0	0	21	0	0	48	0	0
c59882	13	-1	10	-1	0	-1	0	-1	0	22	50	-1	0	-1	0	49	-1	5	-1	0	0	0	0	0	21	-1	0	-1	0	0
c59884	0	0	44	23	0	0	0	0	0	-1	-1	33	14	-1	0	32	4	0	0	-1	0	0	7	0	0	0	-1	0	-1	15
c59927	0	0	32	0	-1	-1	0	-1	32	0	-1	-1	15	0	-1	-1	0	24	-1	0	-1	0	36	-1	-1	0	48	0	27	50
c59931	0	0	0	14	38	-1	32	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	-1	12	0	23	0	0	0
c59955	-1	0	8	8	0	0	25	0	0	0	-1	-1	0	23	-1	-1	1	0	0	0	0	26	0	-1	-1	-1	32	0	34	-1
c59959	0	0	44	0	32	0	0	0	0	7	-1	0	0	0	-1	-1	-1	0	1	0	0	19	-1	19	-1	-1	-1	-1	38	15
c59979	-1	1	-1	0	0	12	0	0	47	36	-1	-1	0	-1	-1	0	-1	0	0	2	30	8	0	-1	-1	-1	2	20	0	47
c60010	0	0	-1	14	38	0	0	0	0	0	32	0	0	37	0	0	0	14	9	-1	-1	0	0	0	12	0	-1	47	0	-1
c60022	0	-1	0	0	0	-1	0	0	19	-1	-1	-1	0	0	0	0	0	48	-1	13	-1	0	0	48	37	-1	0	47	-1	0
c60032	0	-1	44	0	22	0	-1	-1	-1	0	0	0	0	13	9	50	4	49	0	35	-1	-1	0	0	24	0	13	15	38	15
c60048	13	1	0	5	0	0	0	0	1	0	48	0	0	0	0	0	-1	-1	0	1	0	-1	0	2	24	32	2	20	0	0
c60061	-1	0	44	0	0	0	0	7	0	0	-1	0	14	24	0	-1	4	0	-1	33	0	-1	0	0	0	0	13	-1	-1	-1
c60066	0	0	21	32	-1	0	0	-1	0	22	0	-1	0	0	-1	-1	0	0	0	20	0	-1	0	0	21	0	0	8	0	-1
c60069	0	0	0	0	23	0	0	-1	0	22	7	-1	0	0	0	49	0	0	0	0	0	0	0	0	21	-1	-1	0	0	0
c60084	0	39	48	-1	0	0	7	-1	0	-1	0	-1	0	0	-1	49	19	-1	0	0	0	-1	0	0	-1	-1	0	0	-1	17
c60101	-1	-1	-1	0	0	0	34	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	10	15	0
c60115	20	0	-1	0	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	0	4	-1	0	22	32	0	-1	8	-1	0	-1	-1	-1	15
c60128	0	-1	-1	0	38	16	0	0	-1	-1	0	13	8	38	0	0	0	-1	0	0	0	2	-1	-1	29	10	13	0	0	0
c60131	0	0	0	2	38	0	0	0	-1	0	0	0	8	0	0	-1	0	-1	35	-1	0	0	48	0	0	0	0	36	0	-1
c60144	22	-1	8	8	0	0	-1	0	0	0	-1	0	0	23	-1	0	1	0	0	14	39	0	0	-1	-1	15	0	0	34	0
c60152	-1	-1	44	0	0	30	0	0	0	0	-1	32	4	0	0	0	4	0	0	43	7	23	0	0	0	0	13	0	38	-1
c60155	0	24	41	23	22	0	-1	-1	-1	22	-1	-1	-1	0	0	49	0	5	0	0	-1	0	13	0	21	0	0	0	0	-1
c60162	19	-1	-1	0	0	0	1	41	20	21	9	0	0	0	8	0	4	7	0	19	-1	0	0	-1	50	0	13	0	-1	-1
c60192	0	0	44	1	0	0	0	0	0	-1	0	-1	-1	0	0	0	4	0	1	-1	48	30	0	0	0	0	-1	-1	38	15
c60201	-1	0	-1	0	0	-1	36	-1	0	22	0	-1	0	0	0	49	0	5	-1	-1	0	0	0	0	21	35	15	0	0	0
c60220	0	0	44	23	43	24	0	0	-1	33	40	36	-1	0	0	-1	4	-1	0	0	0	48	0	-1	0	0	-1	7	38	-1
c60235	0	0	43	-1	-1	0	0	-1	0	0	-1	-1	0	-1	0	49	30	0	-1	0	-1	0	0	13	-1	0	30	16	10	0
c60249	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	0	0	49	0	34	-1	0	-1	-1	36	-1	-1	17	0	0	0	50
c60259	19	-1	-1	10	0	22	11	0	0	0	0	0	0	0	29	0	4	0	0	22	0	23	0	-1	0	-1	13	0	38	15
c60292	-1	7	0	-1	0	0	7	-1	0	0	0	-1	0	-1	0	49	0	39	-1	9	0	12	-1	9	21	0	11	-1	9	0
c60294	0	-1	0	0	0	-1	0	-1	0	22	-1	-1	-1	0	0	49	0	5	-1	0	0	30	0	-1	21	0	0	-1	0	0
c60298	0	43	7	0	35	0	23	7	0	0	0	0	0	32	0	0	1	0	0	44	0	-1	0	-1	0	0	-1	-1	-1	0
c60303	-1	0	-1	-1	41	0	-1	-1	0	-1	0	-1	0	-1	36	49	0	39	0	0	0	0	0	-1	21	29	26	23	0	9
c60323	-1	0	0	0	9	-1	0	32	0	0	-1	0	0	0	19	49	0	32	0	13	2	-1	-1	0	-1	0	16	19	-1	0
c60327	-1	13	44	0	0	0	-1	0	0	9	-1	37	-1	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	7	38	15
c60332	0	0	-1	0	13	-1	36	-1	39	22	0	-1	0	0	0	49	0	5	39	0	0	0	0	-1	21	0	0	-1	-1	0
c60342	0	0	43	0	0	22	39	-1	-1	0	-1	-1	-1	0	0	49	-1	22	0	2	-1	-1	0	0	-1	1	0	9	0	0
c60362	-1	0	50	-1	-1	0	-1	-1	-1	48	-1	-1	0	0	0	-1	-1	0	0	2	1	13	1	0	-1	-1	-1	-1	-1	50
c60370	0	0	-1	0	0	-1	36	-1	-1	-1	0	-1	0	-1	0	49	15	5	39	-1	-1	-1	0	0	21	0	15	0	0	-1
c60375	7	0	0	0	0	-1	0	0	24	-1	0	-1	32	0	0	32	-1	0	45	0	-1	0	19	0	24	37	-1	0	0	-1
