	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c40631	32	-1	-1	0	0	0	-1	0	0	0	-1	8	7	-1	14	12	4	0	0	-1	-1	0	0	-1	48	0	13	-1	38	15
c40636	-1	10	22	-1	-1	-1	0	23	0	-1	19	0	4	-1	0	-1	0	0	0	0	-1	0	-1	33	-1	21	0	0	0	0
c40647	0	0	44	0	-1	-1	19	-1	22	11	0	15	48	13	0	0	-1	0	0	0	0	0	0	20	-1	0	0	7	38	-1
c40656	0	-1	44	0	20	15	0	0	0	0	-1	0	-1	-1	0	-1	4	-1	0	26	-1	0	0	0	0	0	13	-1	38	-1
c40657	0	-1	44	0	20	15	-1	0	0	0	-1	0	-1	-1	0	-1	4	0	1	-1	-1	0	0	0	-1	0	13	-1	38	15
c40675	-1	44	0	-1	-1	0	0	0	15	-1	2	0	2	0	41	0	-1	0	0	0	4	7	19	0	24	-1	0	30	0	0
c40683	43	0	0	0	-1	0	0	-1	0	0	0	-1	40	0	23	49	0	0	15	0	-1	0	36	-1	21	0	0	0	-1	50
c40687	-1	0	0	0	-1	-1	0	9	0	20	7	0	7	20	0	0	0	0	0	-1	-1	0	19	32	24	0	-1	0	0	32
c40732	35	0	41	0	0	21	0	0	23	-1	0	0	-1	0	0	0	-1	0	-1	0	0	49	35	0	0	0	0	10	0	0
c40762	0	0	44	-1	0	0	0	4	0	0	-1	0	-1	24	0	32	4	-1	7	-1	-1	0	7	19	7	23	-1	1	38	15
c40808	43	0	0	0	0	-1	-1	-1	0	0	0	-1	40	0	-1	49	0	0	0	43	-1	0	-1	38	21	0	1	2	-1	50
c40809	43	0	-1	-1	0	0	0	-1	0	0	0	-1	40	0	0	49	0	0	0	-1	-1	0	-1	38	21	-1	-1	0	0	50
c40866	8	0	-1	15	-1	0	0	0	22	0	7	0	2	-1	4	-1	-1	-1	0	0	0	0	9	49	-1	-1	9	-1	38	-1
c40920	0	36	44	0	0	-1	0	0	32	0	0	0	0	0	0	0	4	0	0	-1	0	0	0	0	0	-1	25	-1	38	15
c40930	0	13	22	23	0	0	15	-1	0	22	-1	-1	-1	0	0	49	-1	-1	-1	32	0	-1	-1	0	-1	0	10	-1	-1	48
c40933	32	-1	44	-1	15	0	0	0	-1	0	-1	8	7	-1	0	12	4	0	-1	0	0	0	0	-1	0	0	13	-1	38	15
c40946	0	0	8	8	0	0	0	0	9	0	-1	0	0	23	-1	0	1	0	0	0	49	0	0	30	23	-1	49	0	34	-1
c40967	0	0	43	0	0	7	0	-1	0	0	-1	-1	0	0	0	49	0	0	0	0	0	0	0	0	-1	0	21	-1	10	0
c41011	0	44	-1	-1	0	4	0	0	24	-1	0	-1	0	0	0	32	19	0	19	20	-1	0	-1	0	24	37	-1	48	-1	-1
c41069	0	0	0	-1	23	-1	0	-1	0	22	0	-1	0	0	0	49	9	21	-1	0	0	13	0	0	21	0	0	0	1	0
c41077	32	0	0	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	49	19	-1	0	0	0	-1	-1	0	-1	0	-1	-1	0	8
c41107	0	-1	44	0	0	0	-1	0	15	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	38	15
c41137	35	0	0	0	0	0	0	13	-1	15	0	0	0	0	22	-1	1	-1	22	0	0	39	-1	22	0	-1	-1	10	-1	0
c41191	15	0	0	-1	0	10	32	-1	21	0	0	-1	21	0	0	49	0	32	0	-1	-1	0	0	20	21	-1	50	22	13	0
c41197	0	-1	0	-1	50	19	3	-1	12	0	23	-1	9	9	0	49	0	-1	0	-1	50	0	0	0	-1	14	-1	-1	0	-1
c41210	13	-1	10	-1	0	-1	0	-1	29	-1	50	-1	0	23	0	49	0	-1	0	0	0	0	0	0	21	7	0	0	0	-1
c41211	-1	-1	10	-1	0	-1	-1	-1	29	22	50	-1	0	23	0	49	0	5	0	0	0	7	0	-1	21	7	0	0	0	-1
c41215	0	0	15	-1	0	10	0	-1	13	-1	4	-1	0	12	3	0	-1	0	-1	0	0	23	0	0	0	0	3	0	41	34
c41223	0	0	-1	-1	-1	0	0	0	0	22	0	32	-1	-1	32	-1	1	0	-1	0	0	0	0	-1	-1	0	13	7	2	8
c41238	0	0	44	0	0	0	0	0	-1	0	-1	0	44	-1	0	0	4	0	0	-1	0	-1	0	39	0	0	-1	-1	38	-1
c41250	0	-1	44	0	-1	39	0	0	-1	0	-1	0	14	24	0	32	4	47	0	0	0	-1	7	0	0	9	13	0	-1	15
c41251	-1	19	44	0	0	39	0	0	0	0	-1	-1	14	-1	0	32	4	47	0	0	0	0	7	0	0	9	13	0	38	15
c41274	1	1	0	-1	0	0	7	-1	0	23	-1	-1	19	-1	-1	49	14	39	0	0	0	-1	15	-1	21	0	0	-1	0	0
c41280	0	0	0	0	0	-1	0	32	24	-1	-1	-1	0	0	-1	32	19	0	-1	7	-1	0	19	-1	24	37	-1	0	8	-1
c41321	0	13	44	0	-1	0	0	0	0	9	24	37	-1	0	0	34	4	0	0	13	-1	0	0	0	0	0	0	7	38	15
c41331	0	0	44	-1	0	0	0	0	-1	-1	0	24	-1	0	-1	-1	4	15	-1	0	0	-1	0	7	-1	0	0	7	38	-1
c41346	48	0	44	16	3	0	0	0	0	0	-1	-1	14	24	-1	0	4	0	0	2	32	0	7	0	-1	0	13	0	38	15
c41384	0	0	44	-1	0	0	0	0	0	0	-1	-1	14	24	0	0	4	-1	0	0	48	0	-1	19	-1	0	13	23	38	15
c41424	-1	-1	0	0	0	0	23	0	21	7	0	-1	40	4	0	0	0	0	-1	0	-1	12	19	0	-1	0	0	8	0	0
c41470	48	15	0	0	23	0	-1	-1	0	22	0	-1	0	0	0	-1	21	0	0	0	0	0	0	0	-1	0	10	48	0	0
c41472	48	-1	-1	2	0	32	-1	0	0	7	-1	0	0	0	0	49	0	-1	4	0	0	0	0	0	21	-1	0	-1	-1	20
c41526	35	0	-1	25	0	0	36	0	0	0	0	13	-1	0	0	0	1	0	0	4	29	2	47	0	-1	0	9	-1	0	0
c41528	0	0	44	0	29	-1	-1	48	0	0	-1	0	14	24	0	32	4	0	0	0	0	0	7	0	0	-1	13	0	-1	-1
c41560	43	0	44	0	0	0	-1	0	0	9	24	37	-1	0	-1	-1	-1	0	47	13	-1	-1	39	0	-1	0	0	7	38	15
c41563	-1	1	-1	19	0	0	-1	0	1	-1	0	0	0	32	32	0	-1	-1	0	0	0	0	0	0	38	0	0	0	-1	0
c41581	0	0	15	0	0	0	-1	-1	0	-1	0	-1	0	0	0	49	0	0	0	0	-1	0	36	0	21	10	-1	9	0	50
c41585	-1	0	0	37	25	-1	-1	-1	33	23	-1	0	0	0	-1	49	0	23	33	-1	0	-1	0	0	-1	-1	-1	-1	0	0
c41598	0	13	44	0	0	9	0	0	0	9	-1	-1	-1	0	0	0	4	0	-1	13	-1	0	0	0	0	0	0	7	38	-1
c41605	0	-1	0	-1	0	0	20	0	0	-1	-1	5	49	0	0	-1	39	0	0	7	0	0	19	-1	24	0	47	0	0	-1
c41616	-1	-1	44	0	0	9	0	-1	0	9	-1	37	-1	0	-1	-1	-1	0	0	13	-1	0	0	0	2	-1	0	7	38	-1
c41644	0	0	-1	-1	38	48	13	-1	13	0	0	0	0	41	-1	0	-1	15	0	22	0	0	0	0	44	0	23	9	-1	48
c41665	30	0	0	0	-1	-1	0	0	0	20	7	0	7	-1	0	0	-1	0	0	0	22	0	19	32	24	0	0	0	0	14
c41676	0	0	44	-1	0	0	0	0	-1	0	-1	-1	0	-1	0	0	4	0	0	12	0	0	0	39	0	0	13	-1	38	-1
c41694	-1	0	0	-1	-1	0	2	7	0	22	0	-1	-1	7	7	-1	-1	32	0	0	-1	0	-1	-1	21	0	0	48	0	-1
c41697	0	-1	-1	0	12	0	0	0	-1	12	-1	-1	36	0	0	47	0	0	0	-1	0	49	-1	0	-1	0	15	0	-1	-1
c41705	48	0	0	-1	-1	0	0	0	-1	0	0	-1	8	13	0	7	-1	0	-1	0	0	0	-1	-1	13	1	0	-1	0	0
c41752	-1	0	-1	-1	19	10	0	-1	0	0	32	-1	0	-1	0	-1	7	0	0	0	0	7	-1	0	21	31	0	0	0	0
c41790	35	0	-1	48	7	26	0	-1	0	0	0	0	-1	-1	0	0	1	0	0	2	0	35	-1	3	0	44	0	10	0	32
c41804	0	-1	8	-1	0	13	0	0	0	0	-1	0	0	0	-1	-1	1	-1	13	-1	0	0	0	0	23	0	0	-1	0	24
c41812	0	0	-1	0	0	-1	0	0	0	4	-1	0	0	39	0	39	0	0	-1	-1	0	0	0	48	0	-1	0	32	0	0
c41829	-1	-1	44	0	0	15	-1	49	0	0	-1	0	0	-1	14	32	4	0	0	0	-1	0	-1	-1	0	0	13	-1	38	15
c41894	0	28	44	0	-1	-1	0	0	1	0	0	23	-1	0	0	-1	-1	-1	1	0	0	0	-1	46	-1	7	-1	-1	38	-1
c41909	-1	0	-1	-1	47	0	0	-1	2	0	0	-1	-1	0	0	-1	0	34	0	0	-1	-1	36	0	21	17	8	0	0	-1
c41920	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	36	49	0	0	0	17	-1	0	36	-1	21	0	-1	-1	0	50
c41927	-1	-1	0	15	0	-1	0	-1	0	0	-1	-1	0	0	-1	49	-1	0	-1	-1	-1	0	36	32	-1	15	-1	0	19	50
c42000	0	23	44	0	0	0	0	-1	-1	9	24	37	-1	-1	0	0	-1	0	41	13	-1	39	0	0	0	-1	14	7	38	15
c42024	-1	0	44	23	40	0	0	0	0	0	0	0	0	-1	0	0	4	-1	-1	0	0	0	0	15	-1	13	-1	0	38	15
c42032	13	23	0	14	-1	-1	47	0	0	-1	-1	0	19	0	0	-1	13	-1	15	0	24	-1	0	0	0	0	23	0	0	-1
c42059	0	-1	43	-1	0	0	-1	-1	0	0	14	-1	0	50	0	-1	49	0	-1	2	-1	0	0	0	-1	-1	41	0	29	0
c42084	-1	0	0	23	23	30	9	-1	-1	-1	0	-1	39	-1	-1	49	-1	48	0	0	29	0	0	14	21	7	0	41	0	0
c42086	0	26	0	-1	0	0	0	-1	0	22	0	-1	-1	0	-1	49	48	5	0	0	0	-1	0	-1	-1	0	0	43	0	0
c42092	0	50	47	-1	0	0	-1	-1	12	0	0	-1	0	13	-1	49	50	0	0	17	25	39	0	0	21	0	0	7	-1	50
c42110	-1	0	44	0	0	0	0	4	-1	0	0	0	-1	13	0	38	4	-1	0	32	0	-1	9	10	0	33	0	-1	38	15
c42151	48	0	44	-1	0	0	0	-1	0	0	0	39	-1	0	-1	0	4	-1	1	-1	-1	-1	0	-1	0	0	0	50	38	-1
c42197	39	0	0	0	0	1	0	-1	-1	49	0	-1	-1	0	23	49	0	-1	0	0	-1	0	36	-1	21	-1	-1	0	0	50
c42231	0	23	44	0	0	0	0	0	0	9	24	3	-1	36	40	-1	4	32	0	13	0	0	0	-1	0	-1	0	7	38	15
c42258	19	0	44	0	-1	0	0	32	0	0	0	19	0	7	0	-1	4	0	13	0	0	0	20	35	0	-1	13	32	38	15
c42303	0	50	0	0	38	16	0	0	-1	0	0	13	-1	38	0	0	0	8	0	0	0	2	-1	0	-1	10	-1	0	0	0
c42314	23	-1	-1	-1	0	0	-1	-1	0	0	0	-1	48	-1	0	49	0	0	1	15	0	22	0	0	21	0	0	0	0	-1
c42324	13	-1	10	-1	0	-1	0	-1	0	22	50	-1	0	23	0	49	0	-1	0	0	0	0	0	0	21	-1	0	0	0	0
c42325	-1	-1	10	0	0	-1	0	-1	0	22	50	-1	-1	23	-1	49	0	5	-1	0	0	0	0	0	21	36	0	0	0	0
c42330	-1	43	0	-1	0	0	0	-1	0	22	-1	7	0	36	32	-1	-1	0	0	-1	0	0	31	-1	0	0	-1	0	2	0
c42334	-1	0	44	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	4	-1	0	0	0	0	21	0	-1	0	13	-1	38	15
c42450	41	32	43	-1	4	-1	0	-1	41	0	0	-1	0	38	0	49	-1	0	-1	0	0	0	0	0	-1	0	-1	38	-1	0
c42459	0	0	0	-1	0	18	0	-1	0	-1	0	-1	0	22	0	49	-1	0	0	0	0	0	-1	32	21	50	-1	47	0	0
c42464	32	0	0	19	-1	0	50	10	1	8	0	-1	0	0	-1	0	-1	12	13	0	25	0	-1	-1	0	-1	0	-1	0	0
c42491	0	13	44	0	-1	0	34	0	0	9	24	37	-1	-1	0	0	4	38	0	13	-1	0	-1	-1	0	0	0	7	38	15
c42495	-1	-1	-1	0	-1	-1	0	13	1	0	0	-1	-1	0	19	36	0	-1	0	0	0	-1	0	-1	24	1	2	20	-1	0
c42502	0	0	43	0	0	0	0	-1	-1	10	0	-1	0	0	39	-1	0	0	0	2	-1	0	0	0	-1	-1	0	-1	0	-1
c42523	0	28	44	0	-1	0	0	0	-1	0	-1	1	0	0	0	0	4	0	1	0	0	0	-1	46	0	0	-1	-1	38	15
c42535	0	0	0	0	0	-1	0	-1	0	21	-1	-1	32	15	-1	49	7	48	50	0	10	0	7	-1	21	0	0	0	0	0
c42536	-1	0	0	7	0	0	32	-1	21	0	0	33	9	0	48	49	0	32	0	22	50	0	48	-1	21	-1	-1	7	0	-1
c42541	0	0	44	0	33	0	0	17	0	0	0	-1	0	-1	0	48	4	0	0	16	21	0	9	0	1	-1	19	0	-1	15
c42542	0	-1	13	-1	0	-1	0	-1	0	0	0	-1	0	0	0	4	0	0	0	13	0	0	-1	0	0	0	0	-1	-1	14
c42546	0	50	0	0	38	16	0	0	-1	0	8	0	-1	38	0	0	0	13	0	0	0	2	-1	-1	-1	-1	0	0	-1	-1
c42572	40	0	0	0	-1	-1	24	-1	-1	22	13	-1	0	0	0	49	-1	5	0	0	0	0	0	0	21	0	0	28	14	-1
c42578	-1	-1	0	32	-1	32	32	0	-1	0	0	33	2	0	0	0	0	-1	-1	0	0	-1	-1	0	-1	0	22	0	0	-1
c42593	0	-1	0	0	38	0	0	0	-1	0	0	-1	8	0	8	-1	8	0	41	-1	0	0	0	0	0	0	0	23	-1	33
c42607	0	0	44	0	0	0	0	0	0	-1	0	0	23	-1	0	0	4	0	0	0	0	-1	32	0	0	30	7	0	38	15
c42618	0	0	40	37	23	0	-1	-1	0	-1	-1	-1	0	-1	0	49	0	0	0	-1	0	0	0	0	21	0	19	0	0	23
c42640	19	3	44	0	0	0	15	0	0	19	-1	0	13	48	0	4	4	0	22	-1	0	0	0	0	0	19	13	0	-1	-1
c42674	48	0	44	16	3	0	0	0	0	-1	-1	-1	-1	24	-1	0	-1	0	-1	2	32	0	-1	0	-1	20	-1	-1	38	15
c42682	0	0	17	0	-1	-1	0	0	-1	20	-1	47	-1	14	0	-1	-1	0	0	0	-1	0	19	32	-1	-1	-1	-1	0	19
c42684	0	0	44	0	20	-1	0	-1	7	0	-1	0	-1	13	0	0	4	0	0	0	48	0	0	9	-1	-1	0	-1	38	-1
c42758	0	10	44	0	0	0	-1	0	-1	0	0	-1	0	13	-1	0	-1	0	0	0	0	0	0	0	-1	13	0	0	38	15
c42761	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	-1	0	32	-1	1	0	0	0	-1	-1	7	0	-1	0	0	7	2	0
c42768	0	0	0	19	0	0	-1	0	1	8	0	0	-1	0	-1	-1	-1	12	0	-1	25	13	0	-1	0	-1	0	39	0	-1
c42771	2	0	44	-1	-1	0	19	-1	-1	-1	-1	0	0	-1	9	-1	-1	0	-1	-1	48	0	-1	0	0	0	0	0	38	-1
c42844	0	0	-1	13	33	0	0	17	0	0	-1	10	0	-1	0	0	-1	0	-1	-1	21	0	-1	0	1	33	0	-1	38	15
c42847	0	0	-1	-1	24	-1	-1	-1	0	-1	-1	-1	13	0	19	49	7	48	50	0	10	0	7	-1	21	0	-1	0	-1	0
c42879	0	22	44	23	0	-1	35	1	33	35	0	15	0	-1	0	-1	4	-1	-1	36	0	0	0	0	12	0	-1	0	38	-1
c42881	0	32	0	-1	0	0	7	-1	0	0	-1	-1	19	0	13	49	14	39	0	7	20	0	0	0	-1	32	0	23	0	-1
c42901	0	-1	-1	23	-1	-1	0	32	0	-1	0	0	-1	0	-1	-1	4	0	0	0	0	10	-1	-1	0	0	-1	7	-1	-1
c42913	0	0	43	0	-1	7	0	-1	0	0	0	-1	0	0	0	49	0	-1	0	0	0	0	0	48	-1	0	-1	-1	10	0
c42923	-1	23	0	0	0	0	-1	-1	-1	21	19	34	0	-1	-1	49	48	-1	0	13	0	-1	0	0	21	0	-1	48	0	0
c42971	0	0	-1	45	0	0	0	0	0	0	0	0	0	39	0	-1	4	15	0	36	-1	0	-1	-1	0	-1	-1	7	38	-1
c42987	0	-1	47	-1	30	0	-1	-1	12	0	0	-1	0	-1	0	49	0	0	14	0	-1	0	0	20	-1	-1	0	-1	-1	0
c42991	0	-1	0	29	0	-1	-1	0	0	-1	24	0	49	0	-1	0	0	-1	0	0	0	39	19	13	24	0	47	48	-1	-1
c42993	0	-1	-1	-1	0	19	0	26	0	0	0	-1	0	0	0	-1	4	0	0	22	-1	-1	-1	-1	0	0	-1	7	-1	15
c42995	9	21	22	0	0	0	41	7	-1	0	48	-1	-1	0	0	49	48	-1	0	0	0	32	0	0	21	-1	0	-1	0	0
c43042	0	0	44	-1	0	22	0	0	0	-1	-1	-1	14	-1	0	-1	4	-1	-1	8	0	50	7	-1	-1	0	13	0	38	15
c43043	-1	0	44	23	0	22	0	0	0	-1	-1	0	-1	24	-1	-1	4	-1	0	8	0	0	7	0	-1	-1	13	0	38	15
c43065	41	48	43	0	4	0	-1	-1	-1	12	0	-1	-1	38	0	49	36	0	0	-1	0	0	0	0	-1	23	0	38	0	0
c43092	0	14	0	2	0	32	0	0	0	7	9	19	13	-1	0	49	0	0	0	36	0	0	0	0	21	12	0	-1	0	0
c43113	0	13	23	19	-1	-1	0	-1	1	2	-1	0	0	0	-1	0	-1	22	-1	0	0	0	-1	2	0	0	-1	0	0	50
c43128	0	0	44	0	0	21	-1	0	7	0	0	0	-1	13	-1	0	-1	0	0	-1	48	0	0	0	22	29	34	-1	38	15
c43182	0	0	0	0	0	-1	-1	0	0	0	0	0	2	0	2	0	8	-1	-1	-1	-1	29	19	0	-1	48	0	15	0	15
c43231	-1	0	-1	-1	-1	15	0	20	32	0	0	0	50	0	0	49	-1	-1	0	13	0	0	0	23	0	0	-1	19	-1	0
c43243	0	-1	0	0	0	0	0	0	1	39	0	0	0	46	19	0	0	0	0	0	0	0	0	22	24	0	2	20	0	0
c43248	22	12	44	29	0	0	32	-1	23	0	2	0	0	13	0	0	4	0	48	0	0	19	9	-1	0	33	-1	0	-1	15
c43265	0	0	-1	0	0	32	0	-1	0	0	0	-1	0	-1	26	-1	-1	34	0	0	-1	-1	36	-1	21	0	0	0	-1	50
c43280	44	10	-1	0	23	-1	0	-1	0	22	0	-1	0	-1	0	49	0	0	-1	0	0	-1	0	0	21	0	0	0	0	0
c43283	0	0	-1	0	0	-1	36	-1	-1	22	1	-1	0	0	0	49	-1	5	-1	-1	1	0	0	0	21	0	0	-1	0	0
c43343	0	0	0	0	0	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	13	0	-1	-1	0	50	0	-1	0	0	-1
c43346	0	1	44	0	20	0	0	7	20	30	0	-1	32	0	0	4	4	-1	0	-1	35	0	0	0	0	0	0	0	38	15
c43360	-1	0	44	23	-1	0	0	-1	-1	0	-1	33	14	24	0	-1	4	0	0	8	-1	-1	7	-1	0	0	13	0	38	15
c43361	0	-1	44	23	0	0	0	0	0	0	-1	33	14	24	0	32	4	0	0	8	0	0	7	0	0	-1	13	0	38	15
c43362	0	0	0	0	0	0	30	0	0	0	0	0	-1	0	-1	49	0	0	0	10	0	0	39	-1	-1	32	0	0	48	39
c43430	0	0	44	0	0	12	-1	0	0	-1	0	0	-1	13	0	0	4	0	0	0	0	0	9	0	41	33	0	23	38	-1
c43447	-1	0	0	0	0	22	0	0	-1	50	0	-1	0	0	0	0	19	-1	0	13	20	13	0	0	-1	0	-1	-1	0	-1
c43459	32	0	0	0	0	0	43	7	-1	0	19	7	0	-1	-1	49	48	32	-1	0	36	0	0	0	21	0	0	48	0	0
c43489	-1	-1	-1	0	40	-1	0	-1	14	-1	0	0	0	-1	9	15	4	0	0	-1	0	19	1	25	0	-1	0	0	38	15
c43498	22	-1	0	32	45	32	32	41	0	0	-1	33	2	0	0	0	0	10	0	0	0	-1	19	0	24	-1	22	0	0	-1
c43510	0	0	-1	0	0	-1	36	-1	0	22	0	-1	0	-1	0	49	0	5	39	0	0	0	0	-1	21	0	15	-1	-1	-1
c43551	-1	-1	-1	49	0	13	0	-1	0	12	-1	-1	-1	0	0	7	1	0	-1	7	7	19	19	0	23	0	0	0	45	23
c43641	0	-1	44	0	0	0	0	0	32	9	24	43	-1	0	40	0	-1	0	0	-1	0	0	-1	-1	0	0	0	7	-1	15
c43731	17	0	-1	-1	0	-1	0	-1	0	0	9	-1	0	33	34	49	-1	0	23	2	-1	13	0	0	21	0	0	-1	-1	50
c43734	0	0	0	19	0	-1	0	0	1	-1	48	0	0	0	0	-1	-1	12	0	0	25	0	-1	-1	0	0	0	39	0	0
c43750	0	-1	44	0	0	9	-1	0	0	9	-1	37	-1	0	0	0	4	-1	0	13	-1	-1	0	0	0	0	0	-1	38	-1
c43784	50	19	44	0	-1	32	0	-1	-1	-1	-1	0	14	-1	0	-1	4	47	0	-1	19	0	-1	-1	0	-1	13	0	38	15
c43785	50	19	44	0	0	-1	0	0	0	-1	-1	0	-1	24	0	32	4	47	0	0	-1	0	7	0	0	0	13	-1	38	15
c43791	0	0	0	0	12	-1	0	50	32	12	23	-1	36	0	0	0	0	0	0	13	0	0	0	0	-1	0	0	0	-1	-1
c43853	15	0	10	0	-1	23	0	-1	-1	22	0	-1	-1	-1	0	-1	0	5	0	48	-1	0	0	0	-1	0	3	-1	0	0
c43894	-1	0	0	0	0	0	48	-1	-1	15	0	-1	49	0	-1	49	39	0	0	0	-1	0	36	35	21	-1	-1	0	0	50
c43918	1	0	0	19	0	-1	-1	32	1	0	0	0	0	0	-1	0	1	-1	17	32	50	-1	0	-1	34	0	22	0	1	22
c43927	-1	0	-1	0	0	34	0	0	5	1	-1	0	32	-1	19	49	0	4	0	13	2	0	0	0	0	-1	16	19	-1	23
c43961	0	-1	44	0	-1	0	0	-1	0	0	-1	0	23	-1	-1	-1	4	0	0	-1	0	-1	0	39	0	-1	13	-1	38	-1
c43983	0	-1	8	-1	0	-1	0	-1	0	32	-1	0	0	19	-1	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	24
c43992	-1	0	-1	-1	-1	0	0	0	0	0	0	0	50	0	-1	49	0	-1	-1	13	0	0	0	1	-1	0	16	19	-1	0
c43993	-1	0	1	0	0	-1	0	0	0	0	0	0	50	0	-1	49	0	-1	0	13	-1	0	0	1	-1	-1	16	19	-1	0
c44036	0	-1	0	-1	-1	0	7	-1	-1	22	0	-1	0	0	0	49	0	39	0	0	-1	0	40	0	21	0	11	23	9	-1
c44048	0	-1	0	7	-1	-1	-1	0	21	0	0	33	0	0	-1	-1	-1	32	0	0	-1	0	0	0	21	-1	0	0	16	-1
c44061	48	0	43	0	-1	0	0	-1	0	0	0	-1	0	-1	0	49	-1	20	0	0	0	-1	32	13	-1	20	0	-1	10	0
c44063	0	14	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	36	0	-1	0	32	0	50	50
c44080	0	13	0	19	0	0	0	1	1	2	24	-1	0	0	33	0	-1	22	0	0	39	0	0	0	-1	0	1	0	0	32
c44114	43	34	0	0	0	0	-1	-1	0	-1	0	-1	40	-1	0	49	0	48	0	0	-1	50	36	0	21	25	0	0	0	50
c44226	0	0	0	14	38	0	21	-1	0	-1	0	-1	22	0	0	0	9	9	0	30	2	10	-1	0	-1	0	23	0	0	0
c44243	43	0	0	0	1	0	0	-1	0	29	0	-1	40	0	23	49	0	0	15	-1	-1	0	36	38	21	0	0	11	0	-1
c44276	0	0	38	0	0	0	10	-1	-1	-1	0	-1	0	0	2	-1	0	38	48	0	-1	0	36	-1	21	0	0	-1	0	50
c44301	-1	14	19	2	0	25	0	0	0	0	0	0	24	0	0	49	0	0	-1	0	8	-1	-1	0	-1	0	0	48	0	0
c44305	4	0	-1	0	0	0	27	0	0	10	-1	-1	14	24	0	0	4	0	-1	0	39	0	0	0	26	0	13	0	38	15
c44319	0	0	14	9	7	-1	0	0	0	20	0	-1	0	8	-1	45	38	0	-1	-1	-1	0	19	0	24	-1	0	22	0	0
c44327	0	-1	43	19	0	7	0	-1	0	15	45	-1	0	0	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	10	0
c44370	0	-1	-1	-1	0	32	0	-1	32	-1	19	0	0	0	0	0	4	15	-1	-1	0	0	0	0	0	0	-1	7	38	15
c44373	0	0	0	13	26	20	0	7	0	0	19	0	0	-1	0	49	48	32	-1	0	0	0	0	0	21	0	-1	48	0	32
c44401	0	0	47	-1	30	0	-1	-1	-1	0	-1	-1	0	0	-1	49	0	0	40	29	32	0	0	20	-1	0	0	0	7	0
c44424	48	0	0	0	0	-1	-1	0	-1	0	0	-1	0	-1	38	0	0	0	0	13	0	-1	0	0	0	-1	-1	-1	19	-1
c44428	0	0	44	0	0	39	0	0	0	-1	-1	0	0	-1	0	0	4	-1	0	12	0	0	36	39	-1	0	13	-1	38	-1
c44452	0	0	44	0	0	1	0	0	0	42	-1	0	0	13	-1	-1	4	0	0	-1	0	0	32	-1	0	0	7	-1	38	15
c44474	0	7	44	0	-1	0	0	0	0	0	0	0	15	13	0	38	4	0	-1	32	-1	0	9	10	33	33	0	-1	38	15
c44478	0	0	-1	0	32	0	0	-1	0	0	0	-1	0	0	0	49	30	-1	48	0	0	0	0	13	-1	1	0	13	10	-1
c44502	-1	-1	50	2	0	0	0	-1	-1	0	9	-1	0	14	0	49	-1	0	0	2	1	13	1	7	21	0	-1	-1	-1	50
c44507	0	48	0	20	-1	0	0	-1	0	0	0	0	0	-1	32	24	0	-1	0	14	-1	0	21	-1	0	0	0	0	-1	23
c44536	0	0	44	0	-1	0	0	0	0	0	-1	0	-1	0	15	-1	4	-1	0	-1	0	-1	0	-1	2	0	4	7	38	15
c44555	30	0	0	0	13	-1	0	-1	0	-1	7	-1	-1	20	0	0	0	0	0	0	22	0	19	32	24	0	0	1	0	0
c44556	-1	13	0	-1	8	-1	0	0	-1	2	0	0	0	0	-1	-1	-1	22	7	0	-1	0	0	-1	0	0	-1	0	0	50
c44590	-1	50	0	0	38	16	40	20	-1	0	-1	0	8	38	0	0	0	0	0	-1	0	-1	0	0	29	0	0	0	-1	0
c44593	48	-1	44	0	0	0	32	14	0	0	-1	0	-1	24	-1	0	4	0	-1	27	0	0	7	47	-1	32	13	0	38	15
c44598	19	-1	-1	23	0	0	0	32	-1	0	0	15	0	-1	0	-1	-1	0	0	-1	0	10	0	-1	0	0	-1	7	-1	15
c44599	19	-1	44	23	0	0	0	-1	0	0	0	0	0	0	0	-1	4	0	0	-1	0	10	0	-1	0	0	-1	7	-1	15
c44612	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	-1	0	-1	4	23	7	12	0	0	26	-1	-1	0	13	-1	38	-1
c44614	0	0	15	0	0	-1	0	-1	12	-1	40	-1	0	0	-1	-1	0	-1	0	0	-1	0	36	0	21	28	-1	-1	0	50
c44615	0	0	-1	0	-1	0	0	-1	12	0	-1	-1	0	0	48	49	-1	4	0	-1	-1	0	36	0	21	28	0	0	0	50
c44631	35	0	0	-1	47	-1	0	0	0	50	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	-1	-1	10	0	0
c44656	0	13	44	0	0	0	0	0	0	9	-1	37	-1	0	0	0	4	0	0	13	-1	0	29	0	0	0	-1	7	38	-1
