tree_index	node_name	label
13	node178	{'NMPs', 'Somite', 'NeuralTube'}
5	node178	{'NMPs', 'Somite', 'NeuralTube'}
0	node179	{'NMPs', 'Somite', 'NeuralTube'}
1	node179	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node18	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node18	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
13	node18	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
2	node18	{'NMPs', 'Somite', 'NeuralTube'}
3	node18	{'NMPs', 'Somite', 'NeuralTube'}
4	node18	{'NMPs', 'Somite', 'NeuralTube'}
5	node18	{'NMPs', 'Somite', 'NeuralTube'}
6	node18	{'NMPs', 'Somite', 'NeuralTube'}
8	node18	{'NeuralTube', 'Somite'}
9	node18	{'NMPs', 'Somite', 'NeuralTube'}
0	node180	{'NeuralTube', 'Somite'}
1	node180	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
5	node180	{'NMPs', 'Somite', 'NeuralTube'}
0	node181	{'NeuralTube', 'Somite'}
1	node181	{'NeuralTube', 'Somite'}
11	node181	{'NeuralTube', 'Somite'}
5	node181	{'NMPs', 'Somite', 'NeuralTube'}
11	node182	{'NMPs', 'Somite', 'NeuralTube'}
5	node182	{'NMPs', 'Somite', 'NeuralTube'}
1	node183	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
5	node183	{'NeuralTube', 'Somite'}
8	node183	{'NMPs', 'Somite', 'NeuralTube'}
0	node184	{'NeuralTube', 'Somite'}
1	node184	{'NeuralTube', 'Somite'}
11	node184	{'NMPs', 'Somite', 'NeuralTube'}
8	node184	{'NMPs', 'Somite', 'NeuralTube'}
0	node185	{'NeuralTube', 'Somite'}
1	node185	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
11	node185	{'NMPs', 'Somite', 'NeuralTube'}
0	node186	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
8	node186	{'NeuralTube', 'Somite'}
0	node187	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
13	node187	{'NeuralTube', 'Somite'}
8	node187	{'NeuralTube', 'Somite'}
0	node188	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
13	node188	{'NeuralTube', 'Somite'}
5	node188	{'NMPs', 'Somite', 'NeuralTube'}
0	node189	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
8	node189	{'NMPs', 'Somite', 'NeuralTube'}
0	node19	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node19	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
10	node19	{'NeuralTube', 'Somite'}
11	node19	{'NMPs', 'Somite', 'NeuralTube'}
13	node19	{'NMPs', 'Somite', 'NeuralTube'}
3	node19	{'NMPs', 'Somite', 'NeuralTube'}
4	node19	{'NMPs', 'Somite', 'NeuralTube'}
8	node19	{'NMPs', 'Somite', 'NeuralTube'}
9	node19	{'NeuralTube', 'Somite'}
0	node190	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node190	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
11	node190	{'NMPs', 'Somite', 'NeuralTube'}
13	node190	{'NMPs', 'Somite', 'NeuralTube'}
5	node190	{'NMPs', 'Somite', 'NeuralTube'}
8	node190	{'NMPs', 'Somite', 'NeuralTube'}
0	node191	{'NMPs', 'Somite', 'NeuralTube'}
1	node191	{'NeuralTube', 'Somite'}
5	node191	{'NeuralTube', 'Somite'}
0	node192	{'NeuralTube', 'Somite'}
0	node193	{'NeuralTube', 'Somite'}
11	node193	{'NMPs', 'Somite', 'NeuralTube'}
13	node193	{'NMPs', 'Somite', 'NeuralTube'}
5	node193	{'NMPs', 'Somite', 'NeuralTube'}
0	node194	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node194	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
5	node194	{'NMPs', 'Somite', 'NeuralTube'}
0	node195	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
11	node195	{'NMPs', 'Somite', 'NeuralTube'}
8	node195	{'NMPs', 'Somite', 'NeuralTube'}
0	node197	{'NMPs', 'Somite', 'NeuralTube'}
8	node197	{'NMPs', 'Somite', 'NeuralTube'}
0	node198	{'NMPs', 'Somite', 'NeuralTube'}
1	node198	{'NeuralTube', 'Somite'}
5	node198	{'NMPs', 'Somite', 'NeuralTube'}
0	node199	{'NMPs', 'Somite', 'NeuralTube'}
0	node2	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node2	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
10	node2	{'NeuralTube', 'Somite'}
11	node2	{'NMPs', 'Somite', 'NeuralTube'}
12	node2	{'NMPs', 'Somite', 'NeuralTube'}
13	node2	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
2	node2	{'NMPs', 'Somite', 'NeuralTube'}
3	node2	{'NMPs', 'Somite', 'NeuralTube'}
4	node2	{'NMPs', 'Somite', 'NeuralTube'}
5	node2	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
6	node2	{'NMPs', 'Somite', 'NeuralTube'}
9	node2	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node20	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
10	node20	{'NMPs', 'Somite', 'NeuralTube'}
11	node20	{'NMPs', 'Somite', 'NeuralTube'}
13	node20	{'NMPs', 'Somite', 'NeuralTube'}
3	node20	{'NMPs', 'Somite', 'NeuralTube'}
4	node20	{'NMPs', 'Somite', 'NeuralTube'}
6	node20	{'NMPs', 'Somite', 'NeuralTube'}
8	node20	{'NMPs', 'Somite', 'NeuralTube'}
9	node20	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
8	node200	{'NMPs', 'Somite', 'NeuralTube'}
0	node201	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node201	{'NeuralTube', 'Somite'}
11	node201	{'NMPs', 'Somite', 'NeuralTube'}
0	node202	{'NeuralTube', 'Somite'}
8	node202	{'NeuralTube', 'Somite'}
0	node203	{'NeuralTube', 'Somite'}
1	node203	{'NeuralTube', 'Somite'}
8	node203	{'NMPs', 'Somite', 'NeuralTube'}
0	node204	{'NMPs', 'Somite', 'NeuralTube'}
1	node204	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node205	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node206	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node207	{'NeuralTube', 'Somite'}
1	node207	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node208	{'NeuralTube', 'Somite'}
8	node208	{'NMPs', 'Somite', 'NeuralTube'}
1	node21	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
12	node21	{'NeuralTube', 'Somite'}
13	node21	{'NMPs', 'Somite', 'NeuralTube'}
2	node21	{'NeuralTube', 'Somite'}
3	node21	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
4	node21	{'NMPs', 'Somite', 'NeuralTube'}
5	node21	{'NMPs', 'Somite', 'NeuralTube'}
6	node21	{'NeuralTube', 'Somite'}
8	node21	{'NMPs', 'Somite', 'NeuralTube'}
1	node210	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node211	{'NMPs', 'Somite', 'NeuralTube'}
1	node211	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node212	{'NMPs', 'Somite', 'NeuralTube'}
1	node212	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node214	{'NeuralTube', 'Somite'}
1	node214	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node215	{'NeuralTube', 'Somite'}
1	node216	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node217	{'NMPs', 'Somite', 'NeuralTube'}
1	node217	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node218	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node219	{'NeuralTube', 'Somite'}
0	node22	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node22	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
10	node22	{'NMPs', 'Somite', 'NeuralTube'}
11	node22	{'NMPs', 'Somite', 'NeuralTube'}
12	node22	{'NMPs', 'Somite', 'NeuralTube'}
2	node22	{'NMPs', 'Somite', 'NeuralTube'}
3	node22	{'NMPs', 'Somite', 'NeuralTube'}
4	node22	{'NMPs', 'Somite', 'NeuralTube'}
5	node22	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
6	node22	{'NMPs', 'Somite', 'NeuralTube'}
8	node22	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node220	{'NMPs', 'Somite', 'NeuralTube'}
1	node220	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node221	{'NeuralTube', 'Somite'}
1	node221	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node222	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node223	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node224	{'NMPs', 'Somite', 'NeuralTube'}
1	node224	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node225	{'NMPs', 'Somite', 'NeuralTube'}
1	node226	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node227	{'NMPs', 'Somite', 'NeuralTube'}
0	node228	{'NMPs', 'Somite', 'NeuralTube'}
0	node229	{'NMPs', 'Somite', 'NeuralTube'}
0	node23	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node23	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
10	node23	{'NeuralTube', 'Somite'}
11	node23	{'NMPs', 'Somite', 'NeuralTube'}
12	node23	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
13	node23	{'NeuralTube', 'Somite'}
2	node23	{'NMPs', 'Somite', 'NeuralTube'}
5	node23	{'NMPs', 'Somite', 'NeuralTube'}
8	node23	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
9	node23	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node230	{'NeuralTube', 'Somite'}
1	node230	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node232	{'NeuralTube', 'Somite'}
0	node233	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node235	{'NeuralTube', 'Somite'}
1	node235	{'NeuralTube', 'Somite'}
0	node236	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node236	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node237	{'NeuralTube', 'Somite'}
0	node238	{'NeuralTube', 'Somite'}
1	node238	{'NeuralTube', 'Somite'}
0	node24	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
11	node24	{'NeuralTube', 'Somite'}
12	node24	{'NMPs', 'Somite', 'NeuralTube'}
13	node24	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
2	node24	{'NeuralTube', 'Somite'}
5	node24	{'NMPs', 'Somite', 'NeuralTube'}
8	node24	{'NMPs', 'Somite', 'NeuralTube'}
9	node24	{'NMPs', 'Somite', 'NeuralTube'}
0	node240	{'NeuralTube', 'Somite'}
1	node240	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node241	{'NeuralTube', 'Somite'}
1	node241	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node242	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node243	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node243	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node244	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node244	{'NeuralTube', 'Somite'}
0	node245	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node245	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node246	{'NeuralTube', 'Somite'}
0	node247	{'NeuralTube', 'Somite'}
1	node247	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node248	{'NMPs', 'Somite', 'NeuralTube'}
1	node248	{'NeuralTube', 'Somite'}
1	node249	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node25	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
11	node25	{'NeuralTube', 'Somite'}
12	node25	{'NMPs', 'Somite', 'NeuralTube'}
13	node25	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
4	node25	{'NMPs', 'Somite', 'NeuralTube'}
5	node25	{'NMPs', 'Somite', 'NeuralTube'}
6	node25	{'NMPs', 'Somite', 'NeuralTube'}
8	node25	{'NMPs', 'Somite', 'NeuralTube'}
0	node250	{'NeuralTube', 'Somite'}
1	node250	{'NeuralTube', 'Somite'}
1	node251	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node253	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node255	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node256	{'NeuralTube', 'Somite'}
1	node256	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node258	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node259	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node259	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node26	{'NeuralTube', 'Somite'}
1	node26	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
11	node26	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
13	node26	{'NMPs', 'Somite', 'NeuralTube'}
2	node26	{'NeuralTube', 'Somite'}
3	node26	{'NMPs', 'Somite', 'NeuralTube'}
4	node26	{'NMPs', 'Somite', 'NeuralTube'}
5	node26	{'NMPs', 'Somite', 'NeuralTube'}
8	node26	{'NMPs', 'Somite', 'NeuralTube'}
0	node261	{'NMPs', 'Somite', 'NeuralTube'}
1	node261	{'NeuralTube', 'Somite'}
1	node262	{'NeuralTube', 'Somite'}
0	node263	{'NMPs', 'Somite', 'NeuralTube'}
1	node263	{'NeuralTube', 'Somite'}
1	node264	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node265	{'NeuralTube', 'Somite'}
1	node265	{'NeuralTube', 'Somite'}
1	node266	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node267	{'NMPs', 'Somite', 'NeuralTube'}
1	node267	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node268	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node268	{'NeuralTube', 'Somite'}
0	node269	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node269	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node27	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node27	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
10	node27	{'NeuralTube', 'Somite'}
11	node27	{'NMPs', 'Somite', 'NeuralTube'}
12	node27	{'NMPs', 'Somite', 'NeuralTube'}
13	node27	{'NMPs', 'Somite', 'NeuralTube'}
4	node27	{'NMPs', 'Somite', 'NeuralTube'}
5	node27	{'NMPs', 'Somite', 'NeuralTube'}
6	node27	{'NMPs', 'Somite', 'NeuralTube'}
8	node27	{'NMPs', 'Somite', 'NeuralTube'}
1	node271	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node272	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node273	{'NeuralTube', 'Somite'}
0	node274	{'NeuralTube', 'Somite'}
1	node274	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node275	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node275	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node276	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node277	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node278	{'NMPs', 'Somite', 'NeuralTube'}
1	node278	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node279	{'NeuralTube', 'Somite'}
1	node279	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node28	{'NMPs', 'Somite', 'NeuralTube'}
1	node28	{'NeuralTube', 'Somite'}
13	node28	{'NMPs', 'Somite', 'NeuralTube'}
2	node28	{'NMPs', 'Somite', 'NeuralTube'}
3	node28	{'NMPs', 'Somite', 'NeuralTube'}
4	node28	{'NMPs', 'Somite', 'NeuralTube'}
6	node28	{'NMPs', 'Somite', 'NeuralTube'}
8	node28	{'NMPs', 'Somite', 'NeuralTube'}
9	node28	{'NeuralTube', 'Somite'}
1	node280	{'NeuralTube', 'Somite'}
0	node281	{'NeuralTube', 'Somite'}
1	node282	{'NeuralTube', 'Somite'}
0	node283	{'NeuralTube', 'Somite'}
0	node284	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node284	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node285	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node286	{'NMPs', 'Somite', 'NeuralTube'}
1	node287	{'NeuralTube', 'Somite'}
0	node288	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node288	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node289	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node29	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node29	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
11	node29	{'NMPs', 'Somite', 'NeuralTube'}
12	node29	{'NMPs', 'Somite', 'NeuralTube'}
2	node29	{'NeuralTube', 'Somite'}
4	node29	{'NMPs', 'Somite', 'NeuralTube'}
6	node29	{'NMPs', 'Somite', 'NeuralTube'}
9	node29	{'NeuralTube', 'Somite'}
0	node290	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node290	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node292	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node292	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node293	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node293	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node294	{'NMPs', 'Somite', 'NeuralTube'}
0	node295	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node296	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node297	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node297	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node298	{'NeuralTube', 'Somite'}
1	node298	{'NeuralTube', 'Somite'}
0	node299	{'NMPs', 'Somite', 'NeuralTube'}
0	node3	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node3	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
11	node3	{'NMPs', 'Somite', 'NeuralTube'}
12	node3	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
13	node3	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
2	node3	{'NeuralTube', 'Somite'}
3	node3	{'NMPs', 'Somite', 'NeuralTube'}
4	node3	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
5	node3	{'NMPs', 'Somite', 'NeuralTube'}
6	node3	{'NMPs', 'Somite', 'NeuralTube'}
7	node3	{'NMPs', 'Somite', 'NeuralTube'}
8	node3	{'NMPs', 'Somite', 'NeuralTube'}
9	node3	{'NMPs', 'Somite', 'NeuralTube'}
0	node30	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node30	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
10	node30	{'NMPs', 'Somite', 'NeuralTube'}
11	node30	{'NMPs', 'Somite', 'NeuralTube'}
2	node30	{'NMPs', 'Somite', 'NeuralTube'}
3	node30	{'NMPs', 'Somite', 'NeuralTube'}
9	node30	{'NMPs', 'Somite', 'NeuralTube'}
0	node300	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node301	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node301	{'NeuralTube', 'Somite'}
1	node302	{'NeuralTube', 'Somite'}
0	node303	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node305	{'NMPs', 'Somite', 'NeuralTube'}
1	node305	{'NeuralTube', 'Somite'}
0	node306	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node308	{'NeuralTube', 'Somite'}
1	node308	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node309	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node31	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node31	{'NeuralTube', 'Somite'}
10	node31	{'NMPs', 'Somite', 'NeuralTube'}
12	node31	{'NMPs', 'Somite', 'NeuralTube'}
13	node31	{'NMPs', 'Somite', 'NeuralTube'}
3	node31	{'NMPs', 'Somite', 'NeuralTube'}
5	node31	{'NMPs', 'Somite', 'NeuralTube'}
6	node31	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
8	node31	{'NMPs', 'Somite', 'NeuralTube'}
0	node310	{'NeuralTube', 'Somite'}
1	node310	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node312	{'NMPs', 'Somite', 'NeuralTube'}
0	node313	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node313	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
0	node315	{'NMPs', 'Somite', 'NeuralTube'}
1	node315	{'NeuralTube', 'Somite'}
0	node316	{'NMPs', 'Somite', 'NeuralTube'}
1	node316	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node317	{'NeuralTube', 'Somite'}
0	node318	{'NMPs', 'Somite', 'NeuralTube'}
1	node319	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node32	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
12	node32	{'NMPs', 'Somite', 'NeuralTube'}
13	node32	{'NMPs', 'Somite', 'NeuralTube'}
2	node32	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
3	node32	{'NMPs', 'Somite', 'NeuralTube'}
4	node32	{'NMPs', 'Somite', 'NeuralTube'}
5	node32	{'NMPs', 'Somite', 'NeuralTube'}
6	node32	{'NMPs', 'Somite', 'NeuralTube'}
9	node32	{'NMPs', 'Somite', 'NeuralTube'}
0	node321	{'NMPs', 'Somite', 'NeuralTube'}
1	node321	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node322	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node322	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node323	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node325	{'NeuralTube', 'Somite'}
0	node328	{'NMPs', 'Somite', 'NeuralTube'}
0	node329	{'NeuralTube', 'Somite'}
0	node33	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node33	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
11	node33	{'NeuralTube', 'Somite'}
12	node33	{'NMPs', 'Somite', 'NeuralTube'}
13	node33	{'NMPs', 'Somite', 'NeuralTube'}
2	node33	{'NMPs', 'Somite', 'NeuralTube'}
3	node33	{'NMPs', 'Somite', 'NeuralTube'}
5	node33	{'NMPs', 'Somite', 'NeuralTube'}
8	node33	{'NMPs', 'Somite', 'NeuralTube'}
9	node33	{'NMPs', 'Somite', 'NeuralTube'}
0	node330	{'NeuralTube', 'Somite'}
1	node331	{'NeuralTube', 'Somite'}
1	node332	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node333	{'NeuralTube', 'Somite'}
0	node334	{'NeuralTube', 'Somite'}
1	node334	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node335	{'NeuralTube', 'Somite'}
1	node335	{'NeuralTube', 'Somite'}
0	node337	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node337	{'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC', 'Somite', 'Endothelial'}
1	node338	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
1	node339	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
1	node34	{'NeuralTube', 'Somite'}
13	node34	{'NMPs', 'Somite', 'NeuralTube'}
2	node34	{'NMPs', 'Somite', 'NeuralTube'}
3	node34	{'NMPs', 'Somite', 'NeuralTube'}
4	node34	{'NMPs', 'Somite', 'NeuralTube'}
5	node34	{'NMPs', 'Somite', 'NeuralTube'}
6	node34	{'NMPs', 'Somite', 'NeuralTube'}
8	node34	{'NMPs', 'NeuralTube', 'Endoderm', 'Somite', 'Endothelial'}
0	node340	{'NMPs', 'Somite', 'NeuralTube', 'Endothelial'}
0	node341	{'NMPs', 'Somite', 'NeuralTube'}
0	node342	{'NeuralTube', 'Somite'}
